number of copies, samples, average, deviation, rme (%)
1, 23, 0.14873913043478262, 0.012799919713186943, 3.7215755638269323
5, 11, 0.7218181818181818, 0.028166711493598923, 2.6213630416407767
10, 7, 1.5165714285714285, 0.21054600221238842, 12.840119897591059
20, 6, 3.1415, 0.3193498082041071, 10.669794304938174
50, 5, 7.2006, 0.21331736919435307, 3.6778328914834333
100, 5, 14.1294, 0.5065795100475344, 4.451007839028002
200, 5, 28.679400000000005, 2.0326098494300386, 8.798698253861536
